,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
1805,16.0,0.052,CNN,"year, also, could, may, new, many, one, business, system, use",0.519
1806,16.0,0.056,CNN,"year, also, could, may, new, many, one, business, system, use",0.364
1807,16.0,0.055,CNN,"year, also, could, may, new, many, one, business, system, use",0.382
1808,7.0,0.181,CNN,"car, india, vehicle, driver, electric, lightning, indian, climber, company, industry",0.511
1809,16.0,0.038,CNN,"year, also, could, may, new, many, one, business, system, use",0.326
1810,2.0,0.107,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.434
1811,9.0,0.049,Breitbart,"church, pastor, macron, band, woodson, kabul, wartburg_watch, mr._erickson, survivor, soviet",0.382
1812,22.0,0.281,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.56
1813,2.0,0.124,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.461
1814,12.0,-0.001,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.394
1815,12.0,0.087,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.535
1816,22.0,-0.009,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.46
1817,12.0,0.078,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.293
1818,12.0,0.006,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.533
1819,2.0,0.246,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.421
1820,2.0,0.205,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.467
1821,2.0,0.208,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.289
1822,12.0,0.109,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.189
1823,11.0,-0.125,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.725
1824,1.0,-0.02,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.394
1825,17.0,0.044,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.199
1826,2.0,-0.009,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.335
1827,19.0,0.006,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.434
1828,17.0,0.034,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.333
1829,12.0,0.05,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.2
1830,17.0,0.067,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.233
1831,11.0,0.027,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.388
1832,1.0,-0.047,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.344
1833,22.0,0.22,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.3
1834,17.0,-0.042,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.356
1835,17.0,0.148,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.46
1836,17.0,0.042,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.431
1837,22.0,0.226,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.435
1838,17.0,0.132,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.399
1839,12.0,0.16,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.39
1840,12.0,-0.156,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.233
1841,1.0,0.231,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.628
1842,12.0,0.029,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.43
1843,11.0,0.027,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.389
1844,10.0,-0.03,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.169
1845,8.0,0.103,Breitbart,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.343
1846,11.0,0.074,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.455
1847,11.0,-0.038,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.291
1848,2.0,0.135,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.408
1849,16.0,0.158,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.505
1850,1.0,0.059,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.438
1851,11.0,-0.051,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.296
1852,17.0,0.082,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.305
1853,14.0,0.122,Breitbart,"student, school, university, college, education, high_school, class, child, teacher, black",0.357
1854,8.0,-0.026,Breitbart,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.156
1855,11.0,-0.033,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.297
1856,1.0,0.023,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.238
1857,2.0,0.089,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.348
1858,2.0,0.125,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.463
1859,2.0,0.169,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.379
1860,19.0,-0.077,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.47
1861,16.0,0.061,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.451
1862,10.0,0.042,Slate,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.175
1863,15.0,0.149,Slate,"game, team, player, first, win, season, year, sport, final, woman",0.357
1864,2.0,0.09,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.497
1865,12.0,0.084,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.436
1866,19.0,0.09,Slate,"show, one, story, like, time, life, first, book, world, new",0.497
1867,2.0,0.075,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.531
1868,19.0,0.121,Slate,"show, one, story, like, time, life, first, book, world, new",0.414
1869,12.0,0.016,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.428
1870,1.0,0.063,Slate,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.397
1871,2.0,0.037,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.418
1872,12.0,0.032,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.389
1873,2.0,0.129,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.511
1874,13.0,0.24,Slate,"oxford, race, north_korea, slate, north_korean, merkel, south_korean, contract, korean, poland",0.362
1875,2.0,0.123,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.473
1876,2.0,0.272,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.551
1877,2.0,0.156,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.532
1878,2.0,0.109,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.524
1879,16.0,0.097,Slate,"year, also, could, may, new, many, one, business, system, use",0.442
1880,2.0,0.122,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.477
1881,2.0,0.093,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.517
1882,2.0,0.109,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.529
1883,2.0,0.256,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.493
1884,2.0,0.087,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.497
1885,15.0,0.236,Slate,"game, team, player, first, win, season, year, sport, final, woman",0.387
1886,19.0,0.052,Slate,"show, one, story, like, time, life, first, book, world, new",0.519
1887,19.0,0.046,Slate,"show, one, story, like, time, life, first, book, world, new",0.437
1888,8.0,0.042,Slate,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.478
1889,8.0,0.085,Slate,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.402
1890,19.0,0.158,Slate,"show, one, story, like, time, life, first, book, world, new",0.495
1891,19.0,0.014,Slate,"show, one, story, like, time, life, first, book, world, new",0.41
1892,18.0,0.138,Slate,"woman, boling, white, cook, souffle, black, egg, recipe, cheese, dish",0.453
1893,19.0,0.041,Slate,"show, one, story, like, time, life, first, book, world, new",0.399
1894,2.0,0.062,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.404
1895,17.0,0.011,Slate,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.412
1896,2.0,0.055,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.517
1897,19.0,0.036,Slate,"show, one, story, like, time, life, first, book, world, new",0.498
1898,2.0,0.117,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.537
1899,4.0,0.045,Slate,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.322
1900,21.0,0.024,Slate,"said, health, study, research, food, fda, science, drug, found, treatment",0.338
1901,2.0,0.214,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.436
1902,5.0,0.106,Slate,"year, city, say, home, people, one, time, day, two, many",0.548
1903,5.0,0.049,Slate,"year, city, say, home, people, one, time, day, two, many",0.463
1904,19.0,0.187,Slate,"show, one, story, like, time, life, first, book, world, new",0.396
1905,13.0,0.475,Slate,"oxford, race, north_korea, slate, north_korean, merkel, south_korean, contract, korean, poland",0.637
1906,1.0,0.162,Slate,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.431
1907,1.0,0.056,Slate,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.424
1908,2.0,0.017,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.424
1909,2.0,0.138,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.405
1910,17.0,0.101,Slate,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.42
1911,1.0,0.06,Slate,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.372
1912,22.0,0.076,Slate,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.416
1913,2.0,0.06,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.362
1914,12.0,0.137,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.454
1915,19.0,0.166,Slate,"show, one, story, like, time, life, first, book, world, new",0.494
1916,15.0,0.002,Slate,"game, team, player, first, win, season, year, sport, final, woman",0.371
1917,19.0,0.099,Slate,"show, one, story, like, time, life, first, book, world, new",0.464
1918,2.0,0.237,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.527
1919,19.0,0.066,Slate,"show, one, story, like, time, life, first, book, world, new",0.448
1920,15.0,-0.001,Slate,"game, team, player, first, win, season, year, sport, final, woman",0.523
1921,15.0,0.165,Slate,"game, team, player, first, win, season, year, sport, final, woman",0.44
1922,19.0,0.084,Slate,"show, one, story, like, time, life, first, book, world, new",0.518
1923,19.0,0.101,Slate,"show, one, story, like, time, life, first, book, world, new",0.481
1924,19.0,0.048,Slate,"show, one, story, like, time, life, first, book, world, new",0.505
1925,11.0,0.02,Slate,"said, police, killed, according, told, war, people, family, prison, two",0.499
1926,19.0,0.249,Slate,"show, one, story, like, time, life, first, book, world, new",0.523
1927,5.0,0.122,Slate,"year, city, say, home, people, one, time, day, two, many",0.425
1928,2.0,0.008,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.405
1929,2.0,0.108,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.412
1930,2.0,0.158,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.379
1931,5.0,0.157,Slate,"year, city, say, home, people, one, time, day, two, many",0.496
1932,15.0,0.254,Slate,"game, team, player, first, win, season, year, sport, final, woman",0.524
1933,2.0,0.332,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.479
1934,13.0,0.392,Slate,"oxford, race, north_korea, slate, north_korean, merkel, south_korean, contract, korean, poland",0.61
1935,1.0,0.045,Slate,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.405
1936,2.0,0.087,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.355
1937,17.0,0.115,Slate,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.447
1938,16.0,0.086,Slate,"year, also, could, may, new, many, one, business, system, use",0.434
1939,2.0,0.074,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.493
1940,4.0,0.008,Slate,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.427
1941,4.0,0.066,Slate,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.5
1942,16.0,0.016,Slate,"year, also, could, may, new, many, one, business, system, use",0.437
1943,4.0,-0.027,Slate,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.531
1944,19.0,0.068,Slate,"show, one, story, like, time, life, first, book, world, new",0.457
1945,4.0,0.111,Slate,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.417
1946,4.0,0.057,Slate,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.391
1947,16.0,0.053,Slate,"year, also, could, may, new, many, one, business, system, use",0.47
1948,2.0,0.173,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.483
1949,4.0,0.059,Slate,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.478
1950,21.0,0.024,Slate,"said, health, study, research, food, fda, science, drug, found, treatment",0.452
1951,2.0,0.0,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.354
1952,12.0,0.131,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.677
1953,12.0,-0.075,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.458
1954,2.0,0.139,Politico,"said, n’t, would, say, like, people, one, get, time, know",0.319
1955,1.0,0.028,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.36
1956,10.0,0.039,Politico,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.226
1957,1.0,0.072,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.458
1958,12.0,0.072,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.401
1959,17.0,0.062,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.37
1960,12.0,0.093,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.358
1961,22.0,0.053,Politico,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.438
1962,2.0,0.094,Politico,"said, n’t, would, say, like, people, one, get, time, know",0.379
1963,1.0,0.08,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.423
1964,12.0,0.036,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.318
1965,2.0,0.077,Politico,"said, n’t, would, say, like, people, one, get, time, know",0.435
1966,5.0,0.086,Politico,"year, city, say, home, people, one, time, day, two, many",0.381
1967,22.0,0.191,Politico,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.452
1968,12.0,0.102,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.422
1969,12.0,0.059,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.451
1970,12.0,-0.092,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.394
1971,1.0,0.082,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.343
1972,1.0,0.104,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.4
1973,17.0,0.03,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.402
1974,11.0,0.083,Politico,"said, police, killed, according, told, war, people, family, prison, two",0.427
1975,1.0,0.104,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.372
1976,12.0,0.089,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.431
1977,2.0,0.112,Politico,"said, n’t, would, say, like, people, one, get, time, know",0.36
1978,12.0,0.019,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.43
1979,12.0,0.159,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.421
1980,16.0,0.081,Politico,"year, also, could, may, new, many, one, business, system, use",0.43
1981,19.0,0.085,Politico,"show, one, story, like, time, life, first, book, world, new",0.482
1982,17.0,0.116,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.431
1983,12.0,0.158,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.432
1984,1.0,0.119,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.409
1985,17.0,0.103,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.381
1986,1.0,0.255,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.322
1987,1.0,0.112,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.392
1988,12.0,0.09,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.39
1989,12.0,0.082,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.372
1990,1.0,0.094,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.549
1991,1.0,0.216,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.537
1992,1.0,0.097,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.43
1993,17.0,0.037,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.368
1994,16.0,0.085,Politico,"year, also, could, may, new, many, one, business, system, use",0.401
1995,17.0,0.089,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.434
1996,17.0,0.116,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.452
1997,12.0,0.14,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.321
1998,1.0,0.034,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.364
1999,1.0,0.043,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.369
2000,1.0,0.087,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.376
2001,1.0,0.095,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.443
2002,21.0,0.099,Politico,"said, health, study, research, food, fda, science, drug, found, treatment",0.373
2003,1.0,0.096,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.499
2004,12.0,0.061,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.356
2005,4.0,0.061,Politico,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.361
2006,12.0,0.047,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.319
2007,12.0,0.043,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.355
2008,12.0,0.098,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.385
2009,12.0,0.038,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.418
2010,12.0,0.052,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.409
2011,12.0,0.106,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.417
2012,12.0,0.061,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.5
2013,10.0,0.143,Politico,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.601
2014,17.0,0.043,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.357
2015,2.0,0.06,Politico,"said, n’t, would, say, like, people, one, get, time, know",0.391
2016,1.0,0.072,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.279
2017,4.0,-0.088,Politico,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.417
2018,12.0,0.079,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.354
2019,1.0,0.067,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.413
2020,12.0,-0.005,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.345
2021,1.0,0.061,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.399
2022,1.0,0.142,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.441
2023,12.0,0.081,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.447
2024,1.0,0.074,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.389
2025,4.0,0.172,Politico,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.461
2026,12.0,0.081,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.442
2027,12.0,0.051,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.326
2028,12.0,0.123,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.324
2029,12.0,0.072,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.401
2030,17.0,0.133,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.404
2031,2.0,0.0,Politico,"said, n’t, would, say, like, people, one, get, time, know",0.1
2032,22.0,0.083,Politico,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.405
2033,17.0,0.129,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.451
2034,12.0,0.082,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.438
2035,12.0,0.078,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.442
2036,1.0,0.043,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.381
2037,17.0,0.109,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.462
2038,16.0,0.152,Politico,"year, also, could, may, new, many, one, business, system, use",0.43
2039,12.0,0.065,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.454
2040,12.0,0.0,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.05
2041,17.0,0.051,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.403
2042,17.0,0.139,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.401
2043,17.0,0.088,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.36
2044,12.0,0.13,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.408
2045,17.0,0.076,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.361
2046,17.0,0.038,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.317
2047,17.0,0.141,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.316
2048,17.0,0.102,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.264
2049,12.0,0.07,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.28
2050,12.0,0.058,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.351
2051,17.0,0.083,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.395
2052,16.0,-0.03,Politico,"year, also, could, may, new, many, one, business, system, use",0.458
2053,16.0,0.077,Politico,"year, also, could, may, new, many, one, business, system, use",0.427
2054,17.0,0.106,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.347
2055,17.0,0.089,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.392
2056,17.0,0.004,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.42
2057,10.0,0.053,Politico,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.268
2058,17.0,0.028,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.226
2059,17.0,0.103,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.308
2060,12.0,-0.017,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.211
2061,17.0,0.02,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.238
2062,17.0,0.025,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.215
2063,12.0,0.131,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.455
2064,12.0,0.033,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.323
2065,12.0,0.141,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.459
2066,17.0,0.057,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.342
2067,12.0,0.115,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.427
2068,12.0,0.116,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.44
2069,16.0,0.086,Politico,"year, also, could, may, new, many, one, business, system, use",0.315
2070,10.0,0.071,Politico,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.393
2071,12.0,0.091,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.446
2072,17.0,0.07,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.377
2073,12.0,0.128,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.663
2074,17.0,0.094,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.297
2075,12.0,-0.01,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.342
2076,10.0,0.034,Politico,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.398
2077,12.0,0.093,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.365
2078,17.0,0.067,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.342
2079,12.0,0.172,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.431
2080,12.0,-0.111,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.511
2081,1.0,0.21,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.399
2082,12.0,0.055,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.334
2083,17.0,0.036,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.373
2084,17.0,0.088,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.415
2085,17.0,0.093,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.424
2086,4.0,0.0,Politico,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.0
2087,12.0,0.057,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.43
2088,17.0,0.046,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.341
2089,12.0,0.081,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.452
2090,17.0,0.038,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.233
2091,12.0,-0.004,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.295
2092,2.0,0.006,Politico,"said, n’t, would, say, like, people, one, get, time, know",0.308
2093,10.0,0.114,Politico,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.219
2094,17.0,0.026,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.373
2095,17.0,0.029,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.397
2096,16.0,0.098,Politico,"year, also, could, may, new, many, one, business, system, use",0.415
2097,17.0,0.029,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.242
2098,17.0,0.05,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.363
2099,17.0,0.04,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.32
2100,2.0,0.125,Politico,"said, n’t, would, say, like, people, one, get, time, know",0.432
2101,11.0,-0.018,Politico,"said, police, killed, according, told, war, people, family, prison, two",0.371
2102,1.0,0.113,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.392
2103,12.0,0.045,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.42
2104,17.0,0.004,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.403
